"Station","Period","Date","SpeciesCode","Replicates","DensityMean","DensitySE"
4,13,"10/02/86",0075,5,0.010,0.0100
4,13,"10/02/86",0081,5,0.010,0.0100
4,13,"10/02/86",0082,5,0.020,0.0200
4,13,"10/02/86",0085,5,0.070,0.0583
4,13,"10/02/86",0089,5,0.300,0.0962
4,13,"10/02/86",0092,5,0.120,0.0300
4,13,"10/02/86",0152,5,0.000,0.0000
4,13,"10/02/86",0553,5,0.070,0.0700
4,13,"10/02/86",0556,5,2.810,2.6106
4,13,"10/02/86",0557,5,2.160,0.3100
4,13,"10/02/86",0558,5,0.510,0.2985
4,13,"10/02/86",0574,5,0.000,0.0000
4,13,"10/02/86",0575,5,0.050,0.0224
4,13,"10/02/86",0589,5,1.440,0.3022
4,14,"04/24/87",0024,5,0.050,0.0158
4,14,"04/24/87",0029,5,3.420,1.3793
4,14,"04/24/87",0030,5,3.130,0.7198
4,14,"04/24/87",0066,5,0.050,0.0224
4,14,"04/24/87",0067,5,0.000,0.0000
4,14,"04/24/87",0075,5,0.000,0.0000
4,14,"04/24/87",0081,5,0.010,0.0100
4,14,"04/24/87",0082,5,0.020,0.0200
4,14,"04/24/87",0085,5,0.100,0.0418
4,14,"04/24/87",0089,5,0.460,0.1427
4,14,"04/24/87",0092,5,0.140,0.0678
4,14,"04/24/87",0152,5,0.000,0.0000
4,14,"04/24/87",0553,5,0.080,0.0406
4,14,"04/24/87",0556,5,0.200,0.1049
4,14,"04/24/87",0557,5,0.100,0.0880
4,14,"04/24/87",0558,5,0.060,0.0600
4,14,"04/24/87",0574,5,0.000,0.0000
4,14,"04/24/87",0575,5,1.640,1.4208
4,14,"04/24/87",0589,5,0.420,0.0561
4,15,"10/08/87",0024,5,0.030,0.0122
4,15,"10/08/87",0029,5,1.140,0.3970
4,15,"10/08/87",0030,5,9.080,2.2889
4,15,"10/08/87",0066,5,0.010,0.0100
4,15,"10/08/87",0067,5,0.000,0.0000
4,15,"10/08/87",0075,5,0.000,0.0000
4,15,"10/08/87",0081,5,0.040,0.0292
4,15,"10/08/87",0082,5,0.000,0.0000
4,15,"10/08/87",0085,5,0.040,0.0100
4,15,"10/08/87",0089,5,0.420,0.0644
4,15,"10/08/87",0092,5,0.100,0.0474
4,15,"10/08/87",0152,5,0.000,0.0000
4,15,"10/08/87",0553,5,0.050,0.0158
4,15,"10/08/87",0556,5,0.120,0.0735
4,15,"10/08/87",0557,5,0.010,0.0100
4,15,"10/08/87",0558,5,0.050,0.0500
4,15,"10/08/87",0574,5,0.010,0.0100
4,15,"10/08/87",0575,5,0.910,0.8609
4,15,"10/08/87",0589,5,0.430,0.1068
4,16,"04/29/88",0024,5,0.030,0.0200
4,16,"04/29/88",0029,5,3.290,0.7795
4,16,"04/29/88",0030,5,7.310,0.7262
4,16,"04/29/88",0066,5,0.000,0.0000
4,16,"04/29/88",0067,5,0.000,0.0000
4,16,"04/29/88",0075,5,0.010,0.0100
4,16,"04/29/88",0081,5,0.020,0.0200
4,16,"04/29/88",0082,5,0.050,0.0316
4,16,"04/29/88",0085,5,0.140,0.0557
4,16,"04/29/88",0089,5,0.690,0.1713
4,16,"04/29/88",0092,5,0.200,0.0316
4,16,"04/29/88",0152,5,0.000,0.0000
4,16,"04/29/88",0553,5,0.100,0.0354
4,16,"04/29/88",0556,5,0.330,0.2101
4,16,"04/29/88",0557,5,3.210,1.0055
4,16,"04/29/88",0558,5,3.800,2.3437
4,16,"04/29/88",0574,5,0.000,0.0000
4,16,"04/29/88",0575,5,0.320,0.2840
4,16,"04/29/88",0589,5,0.310,0.1122
4,17,"10/08/88",0024,5,0.020,0.0122
4,17,"10/08/88",0029,5,5.000,1.2798
4,17,"10/08/88",0030,5,6.150,1.2382
4,17,"10/08/88",0066,5,0.010,0.0100
4,17,"10/08/88",0067,5,0.010,0.0100
4,17,"10/08/88",0075,5,0.000,0.0000
4,17,"10/08/88",0081,5,0.010,0.0100
4,17,"10/08/88",0082,5,0.030,0.0300
4,17,"10/08/88",0085,5,0.260,0.0731
4,17,"10/08/88",0089,5,0.610,0.1867
4,17,"10/08/88",0092,5,0.240,0.0797
4,17,"10/08/88",0152,5,0.000,0.0000
4,17,"10/08/88",0553,5,0.090,0.0485
4,17,"10/08/88",0556,5,0.220,0.1158
4,17,"10/08/88",0557,5,0.450,0.2515
4,17,"10/08/88",0558,5,0.190,0.1778
4,17,"10/08/88",0574,5,0.010,0.0100
4,17,"10/08/88",0575,5,0.410,0.3976
4,17,"10/08/88",0589,5,0.180,0.0406
4,18,"04/22/89",0024,5,0.060,0.0485
4,18,"04/22/89",0029,5,3.530,1.1211
4,18,"04/22/89",0030,5,5.080,0.8038
4,18,"04/22/89",0066,5,0.010,0.0100
4,18,"04/22/89",0067,5,0.000,0.0000
4,18,"04/22/89",0075,5,0.000,0.0000
4,18,"04/22/89",0081,5,0.010,0.0100
4,18,"04/22/89",0082,5,0.050,0.0500
4,18,"04/22/89",0085,5,0.190,0.0927
4,18,"04/22/89",0089,5,0.550,0.2475
4,18,"04/22/89",0092,5,0.240,0.0696
4,18,"04/22/89",0152,5,0.000,0.0000
4,18,"04/22/89",0553,5,0.180,0.0300
4,18,"04/22/89",0556,5,0.410,0.2652
4,18,"04/22/89",0557,5,1.900,0.5840
4,18,"04/22/89",0558,5,2.950,0.7014
4,18,"04/22/89",0574,5,0.000,0.0000
4,18,"04/22/89",0575,5,0.340,0.1893
4,18,"04/22/89",0589,5,0.350,0.1525
4,19,"11/13/89",0024,5,0.110,0.0367
4,19,"11/13/89",0029,5,5.480,0.7744
4,19,"11/13/89",0030,5,5.060,0.6373
4,19,"11/13/89",0066,5,0.050,0.0274
4,19,"11/13/89",0067,5,0.000,0.0000
4,19,"11/13/89",0075,5,0.000,0.0000
4,19,"11/13/89",0081,5,0.010,0.0100
4,19,"11/13/89",0082,5,0.030,0.0300
4,19,"11/13/89",0085,5,0.240,0.0620
4,19,"11/13/89",0089,5,0.070,0.0339
4,19,"11/13/89",0092,5,0.460,0.0857
4,19,"11/13/89",0152,5,0.000,0.0000
4,19,"11/13/89",0553,5,0.680,0.1751
4,19,"11/13/89",0556,5,0.510,0.1239
4,19,"11/13/89",0557,5,2.390,0.1279
4,19,"11/13/89",0558,5,1.370,0.2137
4,19,"11/13/89",0574,5,0.000,0.0000
4,19,"11/13/89",0575,5,0.450,0.1768
4,19,"11/13/89",0589,5,0.860,0.1400
4,21,"10/22/90",0024,5,0.280,0.1271
4,21,"10/22/90",0029,5,5.640,0.7501
4,21,"10/22/90",0030,5,5.520,0.7269
4,21,"10/22/90",0066,5,0.070,0.0374
4,21,"10/22/90",0067,5,0.000,0.0000
4,21,"10/22/90",0075,5,0.000,0.0000
4,21,"10/22/90",0081,5,0.000,0.0000
4,21,"10/22/90",0082,5,0.060,0.0485
4,21,"10/22/90",0085,5,0.210,0.0534
4,21,"10/22/90",0089,5,0.280,0.0768
4,21,"10/22/90",0092,5,0.380,0.1007
4,21,"10/22/90",0152,5,0.000,0.0000
4,21,"10/22/90",0553,5,0.130,0.0464
4,21,"10/22/90",0556,5,0.730,0.2022
4,21,"10/22/90",0557,5,0.050,0.0387
4,21,"10/22/90",0558,5,0.110,0.0534
4,21,"10/22/90",0574,5,0.000,0.0000
4,21,"10/22/90",0575,5,0.380,0.3304
4,21,"10/22/90",0589,5,0.220,0.0339
4,22,"04/18/91",0024,5,0.140,0.0400
4,22,"04/18/91",0029,5,2.400,0.4629
4,22,"04/18/91",0030,5,5.230,0.3683
4,22,"04/18/91",0066,5,0.060,0.0485
4,22,"04/18/91",0067,5,0.000,0.0000
4,22,"04/18/91",0075,5,0.050,0.0224
4,22,"04/18/91",0081,5,0.000,0.0000
4,22,"04/18/91",0082,5,0.000,0.0000
4,22,"04/18/91",0085,5,0.050,0.0274
4,22,"04/18/91",0089,5,0.520,0.1200
4,22,"04/18/91",0092,5,0.270,0.1251
4,22,"04/18/91",0152,5,0.020,0.0200
4,22,"04/18/91",0553,5,0.050,0.0224
4,22,"04/18/91",0556,5,0.310,0.1134
4,22,"04/18/91",0557,5,0.010,0.0100
4,22,"04/18/91",0558,5,0.040,0.0292
4,22,"04/18/91",0574,5,0.000,0.0000
4,22,"04/18/91",0575,5,0.250,0.2133
4,22,"04/18/91",0589,5,0.200,0.0354
4,23,"10/10/91",0024,5,0.160,0.0640
4,23,"10/10/91",0029,5,2.440,0.5602
4,23,"10/10/91",0030,5,6.240,0.9483
4,23,"10/10/91",0066,5,0.000,0.0000
4,23,"10/10/91",0067,5,0.000,0.0000
4,23,"10/10/91",0075,5,0.000,0.0000
4,23,"10/10/91",0081,5,0.020,0.0122
4,23,"10/10/91",0082,5,0.010,0.0100
4,23,"10/10/91",0085,5,0.090,0.0458
4,23,"10/10/91",0089,5,0.330,0.1147
4,23,"10/10/91",0092,5,0.350,0.0987
4,23,"10/10/91",0152,5,0.020,0.0122
4,23,"10/10/91",0553,5,0.400,0.3021
4,23,"10/10/91",0556,5,0.560,0.2070
4,23,"10/10/91",0557,5,1.190,0.4986
4,23,"10/10/91",0558,5,0.610,0.3776
4,23,"10/10/91",0574,5,0.000,0.0000
4,23,"10/10/91",0575,5,0.440,0.2699
4,23,"10/10/91",0589,5,0.110,0.0292
4,24,"04/12/92",0024,5,0.260,0.1198
4,24,"04/12/92",0029,5,3.510,0.7582
4,24,"04/12/92",0030,5,5.660,0.3199
4,24,"04/12/92",0066,5,0.100,0.0387
4,24,"04/12/92",0067,5,0.000,0.0000
4,24,"04/12/92",0075,5,0.000,0.0000
4,24,"04/12/92",0081,5,0.000,0.0000
4,24,"04/12/92",0082,5,0.020,0.0122
4,24,"04/12/92",0085,5,0.130,0.0644
4,24,"04/12/92",0089,5,0.640,0.1444
4,24,"04/12/92",0092,5,0.320,0.0815
4,24,"04/12/92",0152,5,0.010,0.0100
4,24,"04/12/92",0553,5,0.150,0.0652
4,24,"04/12/92",0556,5,0.460,0.2249
4,24,"04/12/92",0557,5,0.440,0.1742
4,24,"04/12/92",0558,5,0.140,0.0579
4,24,"04/12/92",0574,5,0.000,0.0000
4,24,"04/12/92",0575,5,0.400,0.3029
4,24,"04/12/92",0589,5,0.370,0.1125
4,25,"10/08/92",0024,5,0.300,0.0758
4,25,"10/08/92",0029,5,3.000,0.7150
4,25,"10/08/92",0030,5,4.070,0.3823
4,25,"10/08/92",0066,5,0.030,0.0200
4,25,"10/08/92",0067,5,0.000,0.0000
4,25,"10/08/92",0075,5,0.000,0.0000
4,25,"10/08/92",0081,5,0.000,0.0000
4,25,"10/08/92",0082,5,0.000,0.0000
4,25,"10/08/92",0085,5,0.100,0.0418
4,25,"10/08/92",0089,5,0.300,0.0418
4,25,"10/08/92",0092,5,0.220,0.0800
4,25,"10/08/92",0152,5,0.000,0.0000
4,25,"10/08/92",0553,5,0.040,0.0187
4,25,"10/08/92",0556,5,0.310,0.1208
4,25,"10/08/92",0557,5,0.920,0.3060
4,25,"10/08/92",0558,5,0.000,0.0000
4,25,"10/08/92",0574,5,0.100,0.0524
4,25,"10/08/92",0575,5,0.220,0.1251
4,25,"10/08/92",0589,5,0.310,0.0534
4,26,"04/17/93",0024,5,0.030,0.0200
4,26,"04/17/93",0029,5,3.340,0.8157
4,26,"04/17/93",0030,5,4.300,0.6525
4,26,"04/17/93",0066,5,0.030,0.0200
4,26,"04/17/93",0067,5,0.000,0.0000
4,26,"04/17/93",0075,5,0.000,0.0000
4,26,"04/17/93",0081,5,0.000,0.0000
4,26,"04/17/93",0082,5,0.000,0.0000
4,26,"04/17/93",0085,5,0.140,0.0696
4,26,"04/17/93",0089,5,0.460,0.1219
4,26,"04/17/93",0092,5,0.140,0.0245
4,26,"04/17/93",0152,5,0.000,0.0000
4,26,"04/17/93",0553,5,0.300,0.2877
4,26,"04/17/93",0556,5,0.120,0.0846
4,26,"04/17/93",0557,5,0.230,0.0875
4,26,"04/17/93",0558,5,0.170,0.1068
4,26,"04/17/93",0574,5,0.000,0.0000
4,26,"04/17/93",0575,5,0.420,0.3481
4,26,"04/17/93",0589,5,0.230,0.0604
4,27,"10/25/93",0024,5,0.060,0.0245
4,27,"10/25/93",0029,5,4.470,0.9956
4,27,"10/25/93",0030,5,9.120,0.5815
4,27,"10/25/93",0066,5,0.040,0.0400
4,27,"10/25/93",0067,5,0.000,0.0000
4,27,"10/25/93",0075,5,0.010,0.0100
4,27,"10/25/93",0081,5,0.030,0.0300
4,27,"10/25/93",0082,5,0.000,0.0000
4,27,"10/25/93",0085,5,0.060,0.0245
4,27,"10/25/93",0089,5,0.030,0.0200
4,27,"10/25/93",0092,5,0.130,0.0464
4,27,"10/25/93",0152,5,0.000,0.0000
4,27,"10/25/93",0553,5,0.370,0.2396
4,27,"10/25/93",0556,5,0.480,0.1966
4,27,"10/25/93",0557,5,0.050,0.0224
4,27,"10/25/93",0558,5,0.060,0.0292
4,27,"10/25/93",0574,5,0.000,0.0000
4,27,"10/25/93",0575,5,0.240,0.2153
4,27,"10/25/93",0589,5,0.220,0.0515
4,28,"04/16/94",0024,5,0.070,0.0490
4,28,"04/16/94",0029,5,2.310,0.5202
4,28,"04/16/94",0030,5,7.030,0.4829
4,28,"04/16/94",0066,5,0.000,0.0000
4,28,"04/16/94",0067,5,0.060,0.0245
4,28,"04/16/94",0075,5,0.010,0.0100
4,28,"04/16/94",0081,5,0.000,0.0000
4,28,"04/16/94",0082,5,0.000,0.0000
4,28,"04/16/94",0085,5,0.080,0.0406
4,28,"04/16/94",0089,5,0.610,0.0640
4,28,"04/16/94",0092,5,0.090,0.0367
4,28,"04/16/94",0152,5,0.000,0.0000
4,28,"04/16/94",0553,5,0.050,0.0387
4,28,"04/16/94",0556,5,0.360,0.1639
4,28,"04/16/94",0557,5,0.030,0.0122
4,28,"04/16/94",0558,5,0.050,0.0387
4,28,"04/16/94",0574,5,0.000,0.0000
4,28,"04/16/94",0575,5,0.070,0.0464
4,28,"04/16/94",0589,5,0.220,0.0200
4,29,"10/06/94",0024,5,0.150,0.0354
4,29,"10/06/94",0029,5,4.670,1.0167
4,29,"10/06/94",0030,5,8.160,0.7771
4,29,"10/06/94",0066,5,0.010,0.0100
4,29,"10/06/94",0067,5,0.000,0.0000
4,29,"10/06/94",0075,5,0.000,0.0000
4,29,"10/06/94",0081,5,0.000,0.0000
4,29,"10/06/94",0082,5,0.000,0.0000
4,29,"10/06/94",0085,5,0.070,0.0300
4,29,"10/06/94",0089,5,0.230,0.0718
4,29,"10/06/94",0092,5,0.150,0.0570
4,29,"10/06/94",0152,5,0.020,0.0200
4,29,"10/06/94",0553,5,0.170,0.1221
4,29,"10/06/94",0556,5,0.440,0.2288
4,29,"10/06/94",0557,5,0.370,0.2267
4,29,"10/06/94",0558,5,0.060,0.0367
4,29,"10/06/94",0574,5,0.010,0.0100
4,29,"10/06/94",0575,5,0.050,0.0387
4,29,"10/06/94",0589,5,0.120,0.0490
4,30,"04/10/95",0024,5,0.180,0.0957
4,30,"04/10/95",0029,5,3.520,0.7832
4,30,"04/10/95",0030,5,8.510,0.8783
4,30,"04/10/95",0066,5,0.010,0.0100
4,30,"04/10/95",0067,5,0.000,0.0000
4,30,"04/10/95",0075,5,0.000,0.0000
4,30,"04/10/95",0081,5,0.000,0.0000
4,30,"04/10/95",0082,5,0.000,0.0000
4,30,"04/10/95",0085,5,0.150,0.0612
4,30,"04/10/95",0089,5,0.470,0.0995
4,30,"04/10/95",0092,5,0.250,0.0570
4,30,"04/10/95",0152,5,0.000,0.0000
4,30,"04/10/95",0553,5,0.340,0.2410
4,30,"04/10/95",0556,5,0.410,0.2112
4,30,"04/10/95",0557,5,0.220,0.1056
4,30,"04/10/95",0558,5,0.000,0.0000
4,30,"04/10/95",0574,5,0.010,0.0100
4,30,"04/10/95",0575,5,0.010,0.0100
4,30,"04/10/95",0589,5,0.150,0.0689
4,31,"10/06/95",0024,5,0.070,0.0490
4,31,"10/06/95",0029,5,2.730,0.3072
4,31,"10/06/95",0030,5,9.330,1.7784
4,31,"10/06/95",0066,5,0.030,0.0300
4,31,"10/06/95",0067,5,0.000,0.0000
4,31,"10/06/95",0075,5,0.010,0.0100
4,31,"10/06/95",0081,5,0.000,0.0000
4,31,"10/06/95",0082,5,0.000,0.0000
4,31,"10/06/95",0085,5,0.140,0.0534
4,31,"10/06/95",0089,5,0.110,0.0485
4,31,"10/06/95",0092,5,0.230,0.0464
4,31,"10/06/95",0152,5,0.000,0.0000
4,31,"10/06/95",0553,5,0.090,0.0660
4,31,"10/06/95",0556,5,0.580,0.4227
4,31,"10/06/95",0557,5,1.580,0.4329
4,31,"10/06/95",0558,5,0.080,0.0255
4,31,"10/06/95",0574,5,0.000,0.0000
4,31,"10/06/95",0575,5,0.130,0.0464
4,31,"10/06/95",0589,5,0.870,0.1190
4,32,"04/29/96",0024,5,0.160,0.0640
4,32,"04/29/96",0029,5,3.490,0.9257
4,32,"04/29/96",0030,5,11.310,0.9846
4,32,"04/29/96",0066,5,0.000,0.0000
4,32,"04/29/96",0067,5,0.000,0.0000
4,32,"04/29/96",0075,5,0.010,0.0100
4,32,"04/29/96",0081,5,0.000,0.0000
4,32,"04/29/96",0082,5,0.010,0.0100
4,32,"04/29/96",0085,5,0.070,0.0583
4,32,"04/29/96",0089,5,0.400,0.1107
4,32,"04/29/96",0092,5,0.270,0.0339
4,32,"04/29/96",0152,5,0.020,0.0122
4,32,"04/29/96",0553,5,0.250,0.1332
4,32,"04/29/96",0556,5,0.880,0.3608
4,32,"04/29/96",0557,5,0.110,0.0714
4,32,"04/29/96",0558,5,0.180,0.0800
4,32,"04/29/96",0574,5,0.000,0.0000
4,32,"04/29/96",0575,5,0.070,0.0300
4,32,"04/29/96",0589,5,0.410,0.0797
4,33,"10/05/96",0024,5,0.050,0.0158
4,33,"10/05/96",0029,5,1.700,0.4077
4,33,"10/05/96",0030,5,4.490,1.9401
4,33,"10/05/96",0066,5,0.010,0.0100
4,33,"10/05/96",0067,5,0.000,0.0000
4,33,"10/05/96",0075,5,0.000,0.0000
4,33,"10/05/96",0081,5,0.000,0.0000
4,33,"10/05/96",0082,5,0.000,0.0000
4,33,"10/05/96",0085,5,0.060,0.0245
4,33,"10/05/96",0089,5,0.030,0.0200
4,33,"10/05/96",0092,5,0.060,0.0187
4,33,"10/05/96",0152,5,0.030,0.0200
4,33,"10/05/96",0553,5,0.140,0.0367
4,33,"10/05/96",0556,5,0.050,0.0500
4,33,"10/05/96",0557,5,0.180,0.0970
4,33,"10/05/96",0558,5,0.230,0.1578
4,33,"10/05/96",0574,5,0.050,0.0387
4,33,"10/05/96",0575,5,0.070,0.0490
4,33,"10/05/96",0589,5,0.310,0.0534
4,34,"04/17/97",0024,5,0.230,0.0561
4,34,"04/17/97",0029,5,1.380,0.3404
4,34,"04/17/97",0030,5,4.950,0.8211
4,34,"04/17/97",0066,5,0.040,0.0187
4,34,"04/17/97",0067,5,0.000,0.0000
4,34,"04/17/97",0075,5,0.020,0.0122
4,34,"04/17/97",0081,5,0.000,0.0000
4,34,"04/17/97",0082,5,0.000,0.0000
4,34,"04/17/97",0085,5,0.020,0.0122
4,34,"04/17/97",0089,5,0.200,0.0652
4,34,"04/17/97",0092,5,0.170,0.0515
4,34,"04/17/97",0152,5,0.060,0.0187
4,34,"04/17/97",0553,5,0.330,0.1147
4,34,"04/17/97",0556,5,0.310,0.1560
4,34,"04/17/97",0557,5,0.240,0.1017
4,34,"04/17/97",0558,5,0.180,0.0957
4,34,"04/17/97",0574,5,0.030,0.0200
4,34,"04/17/97",0575,5,0.110,0.0557
4,34,"04/17/97",0589,5,0.310,0.0510
4,35,"10/19/97",0024,5,0.000,0.0000
4,35,"10/19/97",0029,5,1.700,0.7475
4,35,"10/19/97",0030,5,3.260,1.3446
4,35,"10/19/97",0066,5,0.000,0.0000
4,35,"10/19/97",0067,5,0.000,0.0000
4,35,"10/19/97",0075,5,0.000,0.0000
4,35,"10/19/97",0081,5,0.000,0.0000
4,35,"10/19/97",0082,5,0.000,0.0000
4,35,"10/19/97",0085,5,0.030,0.0200
4,35,"10/19/97",0089,5,0.010,0.0100
4,35,"10/19/97",0092,5,0.070,0.0339
4,35,"10/19/97",0152,5,0.010,0.0100
4,35,"10/19/97",0553,5,0.220,0.0800
4,35,"10/19/97",0556,5,0.270,0.1881
4,35,"10/19/97",0557,5,0.120,0.0374
4,35,"10/19/97",0558,5,0.070,0.0436
4,35,"10/19/97",0574,5,0.000,0.0000
4,35,"10/19/97",0575,5,0.220,0.2077
4,35,"10/19/97",0589,5,0.080,0.0583
4,36,"04/27/98",0024,5,0.010,0.0100
4,36,"04/27/98",0029,5,2.090,0.6410
4,36,"04/27/98",0030,5,5.380,0.9556
4,36,"04/27/98",0066,5,0.000,0.0000
4,36,"04/27/98",0067,5,0.000,0.0000
4,36,"04/27/98",0075,5,0.000,0.0000
4,36,"04/27/98",0081,5,0.000,0.0000
4,36,"04/27/98",0082,5,0.000,0.0000
4,36,"04/27/98",0085,5,0.020,0.0122
4,36,"04/27/98",0089,5,0.260,0.0886
4,36,"04/27/98",0092,5,0.050,0.0224
4,36,"04/27/98",0152,5,0.000,0.0000
4,36,"04/27/98",0553,5,0.340,0.1907
4,36,"04/27/98",0556,5,0.390,0.2141
4,36,"04/27/98",0557,5,0.260,0.0812
4,36,"04/27/98",0558,5,2.420,1.6302
4,36,"04/27/98",0574,5,0.000,0.0000
4,36,"04/27/98",0575,5,0.070,0.0436
4,36,"04/27/98",0589,5,0.120,0.0339
4,37,"10/20/98",0024,5,0.000,0.0000
4,37,"10/20/98",0029,5,2.400,0.6403
4,37,"10/20/98",0030,5,2.750,0.5786
4,37,"10/20/98",0066,5,0.010,0.0100
4,37,"10/20/98",0067,5,0.000,0.0000
4,37,"10/20/98",0075,5,0.000,0.0000
4,37,"10/20/98",0081,5,0.000,0.0000
4,37,"10/20/98",0082,5,0.000,0.0000
4,37,"10/20/98",0085,5,0.060,0.0187
4,37,"10/20/98",0089,5,0.000,0.0000
4,37,"10/20/98",0092,5,0.050,0.0224
4,37,"10/20/98",0152,5,0.010,0.0100
4,37,"10/20/98",0553,5,0.430,0.1546
4,37,"10/20/98",0556,5,1.050,0.6201
4,37,"10/20/98",0557,5,3.620,0.7899
4,37,"10/20/98",0558,5,0.560,0.1478
4,37,"10/20/98",0574,5,0.020,0.0122
4,37,"10/20/98",0575,5,0.180,0.1437
4,37,"10/20/98",0589,5,0.430,0.0831
4,38,"04/26/99",0024,5,0.010,0.0100
4,38,"04/26/99",0029,5,2.490,0.5970
4,38,"04/26/99",0030,5,3.780,0.8082
4,38,"04/26/99",0066,5,0.000,0.0000
4,38,"04/26/99",0067,5,0.000,0.0000
4,38,"04/26/99",0075,5,0.000,0.0000
4,38,"04/26/99",0081,5,0.000,0.0000
4,38,"04/26/99",0082,5,0.000,0.0000
4,38,"04/26/99",0085,5,0.010,0.0100
4,38,"04/26/99",0089,5,0.130,0.0436
4,38,"04/26/99",0092,5,0.130,0.0464
4,38,"04/26/99",0152,5,0.010,0.0100
4,38,"04/26/99",0553,5,0.300,0.2280
4,38,"04/26/99",0556,5,1.330,1.1389
4,38,"04/26/99",0557,5,0.030,0.0300
4,38,"04/26/99",0558,5,0.610,0.3638
4,38,"04/26/99",0574,5,0.000,0.0000
4,38,"04/26/99",0575,5,0.340,0.2786
4,38,"04/26/99",0589,5,0.580,0.1114
4,40,"05/06/00",0024,5,0.040,0.0245
4,40,"05/06/00",0029,5,4.700,0.9154
4,40,"05/06/00",0030,5,8.200,0.8293
4,40,"05/06/00",0066,5,0.000,0.0000
4,40,"05/06/00",0067,5,0.000,0.0000
4,40,"05/06/00",0075,5,0.010,0.0100
4,40,"05/06/00",0081,5,0.000,0.0000
4,40,"05/06/00",0082,5,0.000,0.0000
4,40,"05/06/00",0085,5,0.050,0.0274
4,40,"05/06/00",0089,5,0.240,0.0510
4,40,"05/06/00",0092,5,0.160,0.0620
4,40,"05/06/00",0152,5,0.040,0.0187
4,40,"05/06/00",0553,5,0.330,0.1007
4,40,"05/06/00",0556,5,0.360,0.1279
4,40,"05/06/00",0557,5,0.030,0.0200
4,40,"05/06/00",0558,5,0.230,0.1200
4,40,"05/06/00",0574,5,0.000,0.0000
4,40,"05/06/00",0575,5,0.180,0.0970
4,40,"05/06/00",0589,5,0.340,0.0731
4,41,"10/26/00",0024,5,0.060,0.0245
4,41,"10/26/00",0029,5,2.910,0.8838
4,41,"10/26/00",0030,5,5.640,0.4020
4,41,"10/26/00",0066,5,0.020,0.0200
4,41,"10/26/00",0067,5,0.000,0.0000
4,41,"10/26/00",0075,5,0.010,0.0100
4,41,"10/26/00",0081,5,0.000,0.0000
4,41,"10/26/00",0082,5,0.000,0.0000
4,41,"10/26/00",0085,5,0.030,0.0300
4,41,"10/26/00",0089,5,0.000,0.0000
4,41,"10/26/00",0092,5,0.110,0.0367
4,41,"10/26/00",0152,5,0.060,0.0100
4,41,"10/26/00",0553,5,0.520,0.1281
4,41,"10/26/00",0556,5,0.230,0.1241
4,41,"10/26/00",0557,5,0.060,0.0187
4,41,"10/26/00",0558,5,0.040,0.0292
4,41,"10/26/00",0574,5,0.310,0.2293
4,41,"10/26/00",0575,5,0.060,0.0292
4,41,"10/26/00",0589,5,0.310,0.0620
4,42,"05/03/01",0024,5,0.160,0.0534
4,42,"05/03/01",0029,5,4.600,1.2702
4,42,"05/03/01",0030,5,12.720,1.4974
4,42,"05/03/01",0066,5,0.010,0.0100
4,42,"05/03/01",0067,5,0.080,0.0464
4,42,"05/03/01",0075,5,0.030,0.0122
4,42,"05/03/01",0081,5,0.000,0.0000
4,42,"05/03/01",0082,5,0.000,0.0000
4,42,"05/03/01",0085,5,0.100,0.0418
4,42,"05/03/01",0089,5,0.120,0.0255
4,42,"05/03/01",0092,5,0.170,0.0752
4,42,"05/03/01",0152,5,0.100,0.0224
4,42,"05/03/01",0553,5,0.260,0.1134
4,42,"05/03/01",0556,5,0.210,0.1552
4,42,"05/03/01",0557,5,0.080,0.0339
4,42,"05/03/01",0558,5,0.800,0.4056
4,42,"05/03/01",0574,5,0.010,0.0100
4,42,"05/03/01",0575,5,0.300,0.1061
4,42,"05/03/01",0589,5,0.080,0.0122
4,43,"10/19/01",0024,5,0.040,0.0187
4,43,"10/19/01",0029,5,3.310,0.7674
4,43,"10/19/01",0030,5,8.170,1.3637
4,43,"10/19/01",0066,5,0.000,0.0000
4,43,"10/19/01",0067,5,0.000,0.0000
4,43,"10/19/01",0075,5,0.000,0.0000
4,43,"10/19/01",0081,5,0.000,0.0000
4,43,"10/19/01",0082,5,0.000,0.0000
4,43,"10/19/01",0085,5,0.090,0.0400
4,43,"10/19/01",0089,5,0.050,0.0316
4,43,"10/19/01",0092,5,0.120,0.0200
4,43,"10/19/01",0152,5,0.100,0.0418
4,43,"10/19/01",0553,5,0.120,0.1079
4,43,"10/19/01",0556,5,0.090,0.0900
4,43,"10/19/01",0557,5,0.460,0.0992
4,43,"10/19/01",0558,5,0.100,0.0524
4,43,"10/19/01",0574,5,0.000,0.0000
4,43,"10/19/01",0575,5,0.090,0.0557
4,43,"10/19/01",0589,5,0.480,0.1125
4,44,"05/02/02",0024,5,0.180,0.1200
4,44,"05/02/02",0029,5,2.530,0.7546
4,44,"05/02/02",0030,5,4.090,0.8540
4,44,"05/02/02",0066,5,0.000,0.0000
4,44,"05/02/02",0067,5,0.000,0.0000
4,44,"05/02/02",0075,5,0.000,0.0000
4,44,"05/02/02",0081,5,0.000,0.0000
4,44,"05/02/02",0082,5,0.000,0.0000
4,44,"05/02/02",0085,5,0.050,0.0000
4,44,"05/02/02",0089,5,0.090,0.0678
4,44,"05/02/02",0092,5,0.110,0.0292
4,44,"05/02/02",0152,5,0.030,0.0200
