"Station","Period","Date","Swath","KelpID","HoldFast","StipeCount"
4,4,"04/27/82","45L","NA",20,"NA"
4,4,"04/27/82","45L","NA",14,"NA"
4,4,"04/27/82","45L","NA",19,"NA"
4,4,"04/27/82","45L","NA",18,"NA"
4,4,"04/27/82","45L","NA",17,"NA"
4,4,"04/27/82","45L","NA",10,"NA"
4,4,"04/27/82","45L","NA",16,"NA"
4,4,"04/27/82","45L","NA",21,"NA"
4,4,"04/27/82","45L","NA",16,"NA"
4,4,"04/27/82","45L","4_9_61",17,"NA"
4,5,"10/17/82","10R","4_2_246",26,"NA"
4,5,"10/17/82","10R","4_2_247",25,"NA"
4,5,"10/17/82","10R","4_2_248",26,"NA"
4,5,"10/17/82","10R","4_2_250",44,"NA"
4,5,"10/17/82","10R","4_2_311",30,"NA"
4,5,"10/17/82","10R","4_2_346",5,"NA"
4,5,"10/17/82","10R","4_2_721",23,"NA"
4,5,"10/17/82","22L","4_3_309",15,"NA"
4,5,"10/17/82","22L","4_3_316",23,"NA"
4,5,"10/17/82","22L","4_3_331",35,"NA"
4,5,"10/17/82","22L","4_3_336",35,"NA"
4,5,"10/17/82","22L","4_3_350",20,"NA"
4,5,"10/17/82","32L","4_5_303",42,"NA"
4,5,"10/17/82","32L","4_5_304",35,"NA"
4,5,"10/17/82","32L","4_5_308",30,"NA"
4,5,"10/17/82","32L","4_5_334",24,"NA"
4,5,"10/17/82","32L","4_5_337",35,"NA"
4,5,"10/17/82","32L","4_5_339",30,"NA"
4,5,"10/17/82","32L","4_5_340",25,"NA"
4,5,"10/17/82","32L","4_5_65",30,"NA"
4,5,"10/17/82","39L","4_7_229",18,"NA"
4,5,"10/17/82","39L","4_7_230",20,"NA"
4,5,"10/17/82","39L","4_7_232",28,"NA"
4,5,"10/17/82","39L","4_7_234",10,"NA"
4,5,"10/17/82","39L","4_7_328",35,"NA"
4,5,"10/17/82","39L","4_7_329",35,"NA"
4,5,"10/17/82","39L","4_7_340",30,"NA"
4,5,"10/17/82","39L","4_7_341",20,"NA"
4,5,"10/17/82","39L","4_7_66",37,"NA"
4,5,"10/17/82","39L","4_7_710",46,"NA"
4,5,"10/17/82","39L","4_7_715",20,"NA"
4,5,"10/17/82","39L","4_7_723",34,"NA"
4,5,"10/17/82","39L","4_7_732",14,"NA"
4,5,"10/17/82","45L","4_9_61",50,"NA"
4,5,"10/17/82","45L","4_9_711",20,"NA"
4,5,"10/17/82","45L","4_9_713",27,"NA"
4,5,"10/17/82","45L","4_9_716",38,"NA"
4,5,"10/17/82","45L","4_9_717",32,"NA"
4,5,"10/17/82","45L","4_9_718",58,"NA"
4,5,"10/17/82","45L","4_9_722",38,"NA"
4,5,"10/17/82","45L","4_9_726",16,"NA"
4,5,"10/17/82","45L","4_9_727",27,"NA"
4,5,"10/17/82","45L","4_9_730",23,"NA"
4,5,"10/17/82","45L","4_9_733",41,"NA"
4,5,"10/17/82","45L","4_9_737",28,"NA"
4,5,"10/17/82","45L","4_9_738",33,"NA"
4,6,"04/26/83","10R","4_2_249",22,"NA"
4,6,"04/26/83","10R","4_2_34",35,"NA"
4,6,"04/26/83","10R","4_2_719",22,"NA"
4,6,"04/26/83","10R","4_2_734",49,"NA"
4,6,"04/26/83","22L","4_3_331",24,"NA"
4,6,"04/26/83","22L","4_3_782",37,"NA"
4,6,"04/26/83","32L","NA",15,"NA"
4,6,"04/26/83","32L","4_5_779",33,"NA"
4,6,"04/26/83","32L","4_5_788",40,"NA"
4,6,"04/26/83","39L","4_7_232",30,"NA"
4,6,"04/26/83","39L","4_7_318",25,"NA"
4,6,"04/26/83","39L","4_7_340",29,"NA"
4,6,"04/26/83","39L","4_7_723",43,"NA"
4,6,"04/26/83","45L","NA",33,"NA"
4,6,"04/26/83","45L","NA",23,"NA"
4,6,"04/26/83","45L","NA",27,"NA"
4,6,"04/26/83","45L","NA",23,"NA"
4,6,"04/26/83","45L","NA",35,"NA"
4,6,"04/26/83","45L","NA",26,"NA"
4,6,"04/26/83","45L","4_9_61",30,"NA"
4,6,"04/26/83","45L","4_9_722",40,"NA"
4,6,"04/26/83","45L","4_9_727",35,"NA"
4,6,"04/26/83","45L","4_9_737",16,"NA"
4,6,"04/26/83","45L","4_9_738",35,"NA"
4,7,"09/14/83","10R","4_2_857",8,"NA"
4,7,"09/14/83","10R","4_2_868",20,"NA"
4,7,"09/14/83","10R","4_2_873",13,"NA"
4,7,"09/14/83","10R","4_2_876",14,"NA"
4,7,"09/14/83","10R","4_2_878",7,"NA"
4,7,"09/14/83","10R","4_2_886",12,"NA"
4,7,"09/14/83","10R","4_2_892",4,"NA"
4,7,"09/14/83","22L","4_3_853",9,"NA"
4,7,"09/14/83","22L","4_3_890",10,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",6,"NA"
4,7,"09/14/83","39L","NA",4,"NA"
4,7,"09/14/83","39L","NA",3,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",4,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",11,"NA"
4,7,"09/14/83","39L","NA",12,"NA"
4,7,"09/14/83","39L","NA",8,"NA"
4,7,"09/14/83","39L","NA",7,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",7,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",15,"NA"
4,7,"09/14/83","39L","NA",13,"NA"
4,7,"09/14/83","39L","NA",25,"NA"
4,7,"09/14/83","39L","NA",7,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",3,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",17,"NA"
4,7,"09/14/83","39L","NA",6,"NA"
4,7,"09/14/83","39L","NA",3,"NA"
4,7,"09/14/83","39L","NA",6,"NA"
4,7,"09/14/83","39L","NA",5,"NA"
4,7,"09/14/83","39L","NA",4,"NA"
4,7,"09/14/83","39L","NA",3,"NA"
4,7,"09/14/83","39L","NA",4,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",16,"NA"
4,7,"09/14/83","39L","NA",15,"NA"
4,7,"09/14/83","39L","NA",7,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",7,"NA"
4,7,"09/14/83","39L","NA",8,"NA"
4,7,"09/14/83","39L","NA",22,"NA"
4,7,"09/14/83","39L","NA",8,"NA"
4,7,"09/14/83","39L","NA",11,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",10,"NA"
4,7,"09/14/83","39L","NA",4,"NA"
4,7,"09/14/83","39L","NA",15,"NA"
4,7,"09/14/83","39L","NA",18,"NA"
4,8,"02/20/84","10R","NA",8,"NA"
4,8,"02/20/84","10R","NA",7,"NA"
4,8,"02/20/84","10R","NA",8,"NA"
4,8,"02/20/84","10R","NA",15,"NA"
4,8,"02/20/84","10R","NA",6,"NA"
4,8,"02/20/84","10R","NA",14,"NA"
4,8,"02/20/84","10R","NA",7,"NA"
4,8,"02/20/84","10R","NA",13,"NA"
4,8,"02/20/84","10R","NA",9,"NA"
4,8,"02/20/84","10R","NA",9,"NA"
4,8,"02/20/84","10R","NA",16,"NA"
4,8,"02/20/84","10R","4_2_857",11,"NA"
4,8,"02/20/84","10R","4_2_873",12,"NA"
4,8,"02/20/84","10R","4_2_878",13,"NA"
4,8,"02/20/84","22L","NA",13,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",35,"NA"
4,8,"02/20/84","22L","NA",13,"NA"
4,8,"02/20/84","22L","NA",13,"NA"
4,8,"02/20/84","22L","NA",10,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",16,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",12,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",8,"NA"
4,8,"02/20/84","22L","NA",15,"NA"
4,8,"02/20/84","22L","NA",10,"NA"
4,8,"02/20/84","22L","NA",12,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",14,"NA"
4,8,"02/20/84","22L","NA",8,"NA"
4,8,"02/20/84","22L","NA",10,"NA"
4,8,"02/20/84","22L","NA",12,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",18,"NA"
4,8,"02/20/84","22L","NA",11,"NA"
4,8,"02/20/84","22L","NA",10,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",6,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","22L","NA",7,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",14,"NA"
4,8,"02/20/84","32L","NA",15,"NA"
4,8,"02/20/84","32L","NA",17,"NA"
4,8,"02/20/84","32L","NA",14,"NA"
4,8,"02/20/84","32L","NA",16,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",11,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",11,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",16,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",17,"NA"
4,8,"02/20/84","32L","NA",17,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",10,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",10,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",10,"NA"
4,8,"02/20/84","32L","NA",10,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",10,"NA"
4,8,"02/20/84","32L","NA",6,"NA"
4,8,"02/20/84","32L","NA",7,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",14,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",14,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",15,"NA"
4,8,"02/20/84","32L","NA",23,"NA"
4,8,"02/20/84","32L","NA",16,"NA"
4,8,"02/20/84","32L","NA",9,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",16,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",8,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","32L","NA",12,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",15,"NA"
4,8,"02/20/84","39L","NA",9,"NA"
4,8,"02/20/84","39L","NA",16,"NA"
4,8,"02/20/84","39L","NA",13,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",7,"NA"
4,8,"02/20/84","39L","NA",7,"NA"
4,8,"02/20/84","39L","NA",9,"NA"
4,8,"02/20/84","39L","NA",13,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",14,"NA"
4,8,"02/20/84","39L","NA",22,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",8,"NA"
4,8,"02/20/84","39L","NA",8,"NA"
4,8,"02/20/84","39L","NA",9,"NA"
4,8,"02/20/84","39L","NA",6,"NA"
4,8,"02/20/84","39L","NA",6,"NA"
4,8,"02/20/84","39L","NA",7,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",13,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",29,"NA"
4,8,"02/20/84","39L","NA",4,"NA"
4,8,"02/20/84","39L","NA",5,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",17,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",7,"NA"
4,8,"02/20/84","39L","NA",14,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",6,"NA"
4,8,"02/20/84","39L","NA",6,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",5,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","39L","NA",12,"NA"
4,8,"02/20/84","39L","NA",11,"NA"
4,8,"02/20/84","39L","NA",10,"NA"
4,8,"02/20/84","45L","NA",14,"NA"
4,8,"02/20/84","45L","NA",9,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",15,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",13,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",10,"NA"
4,8,"02/20/84","45L","NA",8,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,8,"02/20/84","45L","NA",16,"NA"
4,8,"02/20/84","45L","NA",9,"NA"
4,8,"02/20/84","45L","NA",15,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",6,"NA"
4,8,"02/20/84","45L","NA",16,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",10,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",9,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",10,"NA"
4,8,"02/20/84","45L","NA",10,"NA"
4,8,"02/20/84","45L","NA",10,"NA"
4,8,"02/20/84","45L","NA",8,"NA"
4,8,"02/20/84","45L","NA",8,"NA"
4,8,"02/20/84","45L","NA",16,"NA"
4,8,"02/20/84","45L","NA",6,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",17,"NA"
4,8,"02/20/84","45L","NA",20,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,8,"02/20/84","45L","NA",21,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",13,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",15,"NA"
4,8,"02/20/84","45L","NA",13,"NA"
4,8,"02/20/84","45L","NA",13,"NA"
4,8,"02/20/84","45L","NA",15,"NA"
4,8,"02/20/84","45L","NA",17,"NA"
4,8,"02/20/84","45L","NA",13,"NA"
4,8,"02/20/84","45L","NA",12,"NA"
4,8,"02/20/84","45L","NA",14,"NA"
4,8,"02/20/84","45L","NA",14,"NA"
4,8,"02/20/84","45L","NA",11,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,8,"02/20/84","45L","NA",8,"NA"
4,8,"02/20/84","45L","NA",7,"NA"
4,9,"10/04/84","10R","NA",28,"NA"
4,9,"10/04/84","10R","NA",17,"NA"
4,9,"10/04/84","10R","NA",20,"NA"
4,9,"10/04/84","10R","NA",17,"NA"
4,9,"10/04/84","10R","NA",17,"NA"
4,9,"10/04/84","10R","4_2_892",24,"NA"
4,9,"10/04/84","22L","NA",24,"NA"
4,9,"10/04/84","22L","NA",24,"NA"
4,9,"10/04/84","22L","NA",36,"NA"
4,9,"10/04/84","22L","NA",23,"NA"
4,9,"10/04/84","22L","NA",24,"NA"
4,9,"10/04/84","22L","4_3_853",22,"NA"
4,9,"10/04/84","32L","NA",12,"NA"
4,9,"10/04/84","32L","NA",17,"NA"
4,9,"10/04/84","32L","NA",32,"NA"
4,9,"10/04/84","32L","NA",24,"NA"
4,9,"10/04/84","32L","NA",37,"NA"
4,9,"10/04/84","32L","NA",16,"NA"
4,9,"10/04/84","32L","NA",15,"NA"
4,9,"10/04/84","32L","NA",4,"NA"
4,9,"10/04/84","32L","NA",5,"NA"
4,9,"10/04/84","32L","NA",15,"NA"
4,9,"10/04/84","32L","NA",26,"NA"
4,9,"10/04/84","32L","NA",7,"NA"
4,9,"10/04/84","32L","NA",19,"NA"
4,9,"10/04/84","32L","NA",22,"NA"
4,9,"10/04/84","32L","NA",17,"NA"
4,9,"10/04/84","32L","NA",15,"NA"
4,9,"10/04/84","32L","NA",17,"NA"
4,9,"10/04/84","32L","NA",21,"NA"
4,9,"10/04/84","32L","NA",12,"NA"
4,9,"10/04/84","45L","NA",10,"NA"
4,9,"10/04/84","45L","NA",10,"NA"
4,9,"10/04/84","45L","NA",12,"NA"
4,9,"10/04/84","45L","NA",21,"NA"
4,9,"10/04/84","45L","NA",22,"NA"
4,9,"10/04/84","45L","NA",17,"NA"
4,9,"10/04/84","45L","NA",25,"NA"
4,9,"10/04/84","45L","NA",24,"NA"
4,9,"10/04/84","45L","NA",15,"NA"
4,9,"10/04/84","45L","NA",15,"NA"
4,9,"10/04/84","45L","NA",10,"NA"
4,9,"10/07/84","39L","NA",29,"NA"
4,9,"10/07/84","39L","NA",20,"NA"
4,9,"10/07/84","39L","NA",11,"NA"
4,9,"10/07/84","39L","NA",27,"NA"
4,9,"10/07/84","39L","NA",26,"NA"
4,9,"10/07/84","39L","NA",22,"NA"
4,9,"10/07/84","39L","NA",24,"NA"
4,9,"10/07/84","39L","NA",21,"NA"
4,9,"10/07/84","39L","NA",20,"NA"
4,9,"10/07/84","39L","NA",9,"NA"
4,9,"10/07/84","39L","NA",20,"NA"
4,9,"10/07/84","39L","NA",19,"NA"
4,9,"10/07/84","39L","NA",22,"NA"
4,9,"10/07/84","39L","NA",22,"NA"
4,9,"10/07/84","39L","NA",17,"NA"
4,9,"10/07/84","39L","NA",24,"NA"
4,9,"10/07/84","39L","NA",30,"NA"
4,9,"10/07/84","39L","NA",18,"NA"
4,9,"10/07/84","39L","NA",34,"NA"
4,9,"10/07/84","39L","NA",25,"NA"
4,10,"04/25/85","10R","4_2_800",25,"NA"
4,10,"04/25/85","10R","4_2_804",23,"NA"
4,10,"04/25/85","10R","4_2_830",22,"NA"
4,10,"04/25/85","10R","4_2_892",33,"NA"
4,10,"04/25/85","22L","4_3_853",30,"NA"
4,10,"04/25/85","32L","NA",21,"NA"
4,10,"04/25/85","32L","NA",32,"NA"
4,10,"04/25/85","32L","NA",27,"NA"
4,10,"04/25/85","32L","4_5_817",35,"NA"
4,10,"04/25/85","32L","4_5_834",26,"NA"
4,10,"04/25/85","32L","4_5_837",23,"NA"
4,10,"04/25/85","32L","4_5_847",14,"NA"
4,10,"04/25/85","32L","4_5_849",31,"NA"
4,10,"04/25/85","39L","NA",32,"NA"
4,10,"04/25/85","39L","NA",22,"NA"
4,10,"04/25/85","39L","NA",32,"NA"
4,10,"04/25/85","39L","NA",24,"NA"
4,10,"04/25/85","39L","4_7_814",22,"NA"
4,10,"04/25/85","39L","4_7_816",25,"NA"
4,10,"04/25/85","39L","4_7_831",32,"NA"
4,10,"04/25/85","39L","4_7_836",28,"NA"
4,10,"04/25/85","39L","4_7_853",24,"NA"
4,10,"04/25/85","45L","4_9_807",20,"NA"
4,10,"04/25/85","45L","4_9_813",27,"NA"
4,10,"04/25/85","45L","4_9_818",31,"NA"
4,10,"04/25/85","45L","4_9_832",18,"NA"
4,10,"04/25/85","45L","4_9_833",24,"NA"
4,11,"09/07/85","10R","NA",35,"NA"
4,11,"09/07/85","10R","4_2_892",41,"NA"
4,11,"09/07/85","32L","NA",23,"NA"
4,11,"09/07/85","32L","4_5_817",40,"NA"
4,11,"09/07/85","32L","4_5_837",20,"NA"
4,11,"09/07/85","32L","4_5_849",30,"NA"
4,11,"09/07/85","39L","4_7_1068",22,"NA"
4,11,"09/07/85","39L","4_7_1090",22,"NA"
4,11,"09/07/85","39L","4_7_1094",43,"NA"
4,11,"09/07/85","39L","4_7_1100",29,"NA"
4,11,"09/07/85","39L","4_7_836",32,"NA"
4,11,"09/07/85","45L","4_9_813",25,"NA"
4,11,"09/07/85","45L","4_9_818",20,"NA"
4,12,"04/20/86","10R","NA",7,"NA"
4,12,"04/20/86","32L","NA",6,"NA"
4,12,"04/20/86","39L","NA",10,"NA"
4,12,"04/20/86","39L","4_7_1090",33,"NA"
4,12,"04/20/86","39L","4_7_836",22,"NA"
4,12,"04/20/86","45L","4_9_1044",8,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",4,"NA"
4,13,"10/02/86","10R","NA",10,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",3,"NA"
4,13,"10/02/86","10R","NA",5,"NA"
4,13,"10/02/86","10R","NA",12,"NA"
4,13,"10/02/86","10R","NA",5,"NA"
4,13,"10/02/86","10R","4_2_1020",5,"NA"
4,13,"10/02/86","10R","4_2_1028",8,"NA"
4,13,"10/02/86","10R","4_2_1042",16,"NA"
4,13,"10/02/86","10R","4_2_1046",3,"NA"
4,13,"10/02/86","10R","4_2_1072",12,"NA"
4,13,"10/02/86","10R","4_2_1073",12,"NA"
4,13,"10/02/86","10R","4_2_1080",8,"NA"
4,13,"10/02/86","10R","4_2_1082",7,"NA"
4,13,"10/02/86","10R","4_2_1088",8,"NA"
4,13,"10/02/86","10R","4_2_1091",5,"NA"
4,13,"10/02/86","22L","NA",8,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",7,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",5,"NA"
4,13,"10/02/86","22L","NA",3,"NA"
4,13,"10/02/86","22L","NA",3,"NA"
4,13,"10/02/86","22L","NA",2,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",7,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",9,"NA"
4,13,"10/02/86","22L","NA",3,"NA"
4,13,"10/02/86","22L","NA",3,"NA"
4,13,"10/02/86","22L","NA",2,"NA"
4,13,"10/02/86","22L","NA",4,"NA"
4,13,"10/02/86","22L","NA",5,"NA"
4,13,"10/02/86","22L","NA",2,"NA"
4,13,"10/02/86","22L","NA",3,"NA"
4,13,"10/02/86","22L","4_3_1075",4,"NA"
4,13,"10/02/86","22L","4_3_1200",10,"NA"
4,13,"10/02/86","22L","4_3_1201",5,"NA"
4,13,"10/02/86","22L","4_3_1205",5,"NA"
4,13,"10/02/86","22L","4_3_1206",5,"NA"
4,13,"10/02/86","22L","4_3_1207",5,"NA"
4,13,"10/02/86","22L","4_3_1208",7,"NA"
4,13,"10/02/86","22L","4_3_1211",4,"NA"
4,13,"10/02/86","22L","4_3_1212",9,"NA"
4,13,"10/02/86","22L","4_3_1213",4,"NA"
4,13,"10/02/86","32L","4_5_1235",6,"NA"
4,13,"10/02/86","32L","4_5_1236",10,"NA"
4,13,"10/02/86","32L","NA",2,"NA"
4,13,"10/02/86","32L","NA",3,"NA"
4,13,"10/02/86","32L","NA",3,"NA"
4,13,"10/02/86","32L","NA",2,"NA"
4,13,"10/02/86","32L","NA",6,"NA"
4,13,"10/02/86","32L","NA",3,"NA"
4,13,"10/02/86","32L","NA",3,"NA"
4,13,"10/02/86","32L","NA",2,"NA"
4,13,"10/02/86","32L","NA",4,"NA"
4,13,"10/02/86","32L","NA",3,"NA"
4,13,"10/02/86","32L","NA",8,"NA"
4,13,"10/02/86","32L","NA",11,"NA"
4,13,"10/02/86","32L","NA",6,"NA"
4,13,"10/02/86","32L","NA",4,"NA"
4,13,"10/02/86","32L","NA",10,"NA"
4,13,"10/02/86","32L","NA",14,"NA"
4,13,"10/02/86","32L","NA",10,"NA"
4,13,"10/02/86","32L","NA",5,"NA"
4,13,"10/02/86","32L","NA",9,"NA"
4,13,"10/02/86","32L","NA",11,"NA"
4,13,"10/02/86","32L","NA",4,"NA"
4,13,"10/02/86","32L","NA",6,"NA"
4,13,"10/02/86","32L","NA",10,"NA"
4,13,"10/02/86","32L","NA",10,"NA"
4,13,"10/02/86","32L","NA",5,"NA"
4,13,"10/02/86","32L","NA",5,"NA"
4,13,"10/02/86","32L","NA",18,"NA"
4,13,"10/02/86","32L","NA",11,"NA"
4,13,"10/02/86","32L","NA",11,"NA"
4,13,"10/02/86","32L","NA",5,"NA"
4,13,"10/02/86","32L","4_5_1227",3,"NA"
4,13,"10/02/86","32L","4_5_1228",9,"NA"
4,13,"10/02/86","32L","4_5_1229",11,"NA"
4,13,"10/02/86","32L","4_5_1230",4,"NA"
4,13,"10/02/86","32L","4_5_1231",8,"NA"
4,13,"10/02/86","32L","4_5_1232",8,"NA"
4,13,"10/02/86","32L","4_5_1233",6,"NA"
4,13,"10/02/86","32L","4_5_1234",23,"NA"
4,13,"10/02/86","39L","4_7_1203",20,"NA"
4,13,"10/02/86","39L","4_7_1217",9,"NA"
4,13,"10/02/86","39L","4_7_1218",12,"NA"
4,13,"10/02/86","39L","4_7_1220",16,"NA"
4,13,"10/02/86","39L","4_7_1221",12,"NA"
